18,15,10,140.0
21,18,4,70.0
22,19,4,40.0
23,19,5,40.0
23,20,5,40.0
0,21,3,70.0
2,21,2,70.0
24,21,3,70.0
27,24,14,120.0
28,25,6,100.0
4,4,5,50.586
5,4,6,50.167
8,0,4,100.122
